"Lake_ID","Date","LakeName","LabName","Country","Latitude","Longitude","Altitude_m","MaximumDepth_m","MeanDepth_m","SecchiDepth_m","SamplingDepth_m","ThermoclineDepth_m","SurfaceTemperature_C","EpilimneticTemperature_C","TP_mgL","TN_mgL","NO3NO2_mgL","NH3_mgL","PO4_ugL","Chlorophylla_ugL","Chlorophyllb_ugL","Zeaxanthin_ugL","Diadinoxanthin_ugL","Fucoxanthin_ugL","Diatoxanthin_ugL","Alloxanthin_ugL","Peridinin_ugL","Chlorophyllc2_ugL","Echinenone_ugL","Lutein_ugL","Violaxanthin_ugL","MC_YR_ugL","MC_dmRR_ugL","MC_RR_ugL","MC_dmLR_ugL","MC_LR_ugL","MC_LY_ugL","MC_LW_ugL","MC_LF_ugL","NOD_ugL","CYN_ugL","ATX_ugL"
"TR_SIM",2015-09-02,"Simenit","Maraslioglu","Turkey",41.29777778,36.92805556,0,2,0.5,0.4,1.5,NA,25.3,25.1,NA,0.8,0.008,0.03,56.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028,0,0,0.0376,1.916,0,0,0,0,NA,NA
"TR_SUG",2015-08-14,"Sugla","SARIM","Turkey",37.32455556,31.99213889,1091,4,NA,0.99,4.3,NA,27.5,27.5,0.05,0.8,NA,0.05,NA,22.672,7.829,2.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TR_TAS",2015-08-13,"Taskisigi","METU","Turkey",40.87055556,30.40111111,33,3,2.5,0.47,3,0.71,31,28.92,0.06,0.9,NA,0.03,5.249,5.6,0,3.447,3.498,0,0,0.423,0.602,0.35,0,0,1.186,0.075,0.0907,1.1464,0.0469,1.8176,0,0,0,0,0.0433,0
"TR_TAT",2015-09-03,"Tatli","Maraslioglu","Turkey",41.57222222,36.06583333,0,2,NA,0.3,1,NA,27,27.07,NA,0.4,NA,0.13,39.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,0,0,0,0,0,0,0,0,0,0.0111
"TR_TER",2015-09-06,"Tercan","SULAB FAKIOGLU","Turkey",39.75291667,40.40922222,NA,22,17,0.85,6,0.75,19.65,19.35,0.16,0.5,0.098,0.03,5.889,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TR_TOR",2015-09-07,"Tortum","SULAB FAKIOGLU","Turkey",40.64923333,41.64139722,NA,160,100,1.15,14,5.5,21.8,22.47,0.04,0.6,0.197,0.48,4.997,0.828,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TR_UABT",2015-08-20,"Uluabat","BURSA-METE YILMAZ","Turkey",40.19072222,28.54881667,9,10,2.5,0.25,2.5,NA,27.5,27.5,0.05,1.2,0.008,0.03,24.705,55.399,3.75,2.701,0,4.227,0,0.583,0,0.736,0,0,0,0.005,0,0.0623,0.0028,0.0466,0,0,0,0,0,0.0036
"TR_ULU",2015-08-20,"Ulugol-Mesudiye","Odulim","Turkey",40.398611,37.833611,1200,NA,15,0.4,0.5,NA,25.9,25.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TR_UZU",2015-09-02,"Uzungol","Maraslioglu","Turkey",40.61916667,40.29361111,1250,10,NA,2.7,3,5.75,16.91,16.44,0.02,0.4,0.067,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"TR_YNC",2015-08-27,"Yenicaga","AIBU","Turkey",40.77861111,32.02527778,NA,NA,NA,1.75,3.5,1.3,24.11,23.29,0.12,0.3,0.135,0.16,21.833,7.644,0,0.271,0,1.228,0,0,0,0.22,0,0,0,0,0,0,0.0028,0.0357,0,0,0,0,0,0
"UK_BASS",2015-08-20,"Bassenthwaite","Lancaster","UK",54.65444444,-3.219794444,68,21,NA,2.2,20.5,10.5,17.6,17.08,0.03,NA,0.096,NA,NA,1.34,0.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028,0,0,0,0,0,0,0
"UK_BLE",2015-08-17,"Blelham","Lancaster","UK",54.39690556,-2.978013889,47,15,6.8,1.5,14,7.65,18.4,13.41,NA,NA,0.001,NA,7.617,15.746,1.339,1.062,0,0,0,1.718,0,0.952,0,0,0,0,0,0,0.0028,0,0,0,0,0,0,0
"UK_DER",2015-08-20,"Derwent","Lancaster","UK",54.576175,-3.135458333,75,22,5.5,3.6,20,17.6,17.7,16.04,0.01,NA,NA,NA,NA,0.708,0.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UK_ERN",2015-08-17,"Erne","AFBI","UK",54.48544444,-7.843722222,46,66,12,2.8,7,NA,15.7,15.45,0.06,0.3,0.284,0.02,21.451,0.407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UK_GRAS",2015-08-17,"Grasmere","Lancaster","UK",54.44869167,-3.019344444,62,21,NA,2.75,5,8.67,16.8,15.7,0.13,0.4,0.063,NA,19.698,3.011,0.827,0.35,0,0,0,0.349,0,0.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UK_NEA",2015-08-24,"Neagh","AFBI","UK",54.58241667,-6.396222222,16,34,8.9,2.8,7,NA,16.4,16.27,0.08,0.8,0.001,NA,50.819,64.977,0,6.614,2.323,0,0,0,0,0,0,0,0,2.59,6.5903,0,2.8946,0.0756,0,0,0,0,0.0334,0
"UK_WN",2015-08-18,"Windermere North Basin","Lancaster","UK",54.39711389,-2.951833333,39,67,NA,2.5,12.5,13.81,17.5,15.79,0.04,NA,0.081,NA,NA,3.515,0.326,0.503,0,0,0,0,0,0,0,0,0,0.002,0,0,0.0129,0,0,0,0,0,0,0
"UK_WS",2015-08-18,"Windermere South Basin","Lancaster","UK",54.31443333,-2.951461111,40,68,NA,2.75,14.5,13.75,18,15.7,0.15,NA,0.112,NA,0.915,5.938,0.313,0.905,0,0,0,0,0,0,0,0,0,0.002,0,0,0.0062,0.0042,0,0,0,0,0,0.0011
